Date,Close,High,Low,Open,Volume,CPI,GDP,WPI,REPO_RATE
2024-05-13,1130.1612548828125,1133.5557565245344,1103.255079409812,1118.280560072801,5513160,313.175,29147.044,255.313,6.5
2024-05-14,1121.026123046875,1134.2546009854527,1116.2838385028565,1128.114566096159,5471143,313.175,29147.044,255.313,6.5
2024-05-15,1126.2176513671875,1129.362437029224,1116.7829287650115,1123.721712351589,5436338,313.175,29147.044,255.313,6.5
2024-05-16,1137.4493408203125,1142.091689744301,1109.4948247332395,1132.3076822370365,10750526,313.175,29147.044,255.313,6.5
2024-05-17,1139.4959716796875,1144.1384426144384,1124.2707437129595,1130.16118415318,9909986,313.175,29147.044,255.313,6.5
2024-05-21,1135.802001953125,1143.8888197695424,1127.3656551864028,1134.1546578731836,8162017,313.175,29147.044,255.313,6.5
2024-05-22,1124.1708984375,1140.144907651532,1116.1339263028826,1140.144907651532,9094033,313.175,29147.044,255.313,6.5
2024-05-23,1163.357177734375,1167.7500547859142,1123.9213412010065,1124.1709351031163,12818081,313.175,29147.044,255.313,6.5
2024-05-24,1172.093017578125,1175.0881445395682,1158.7147594426062,1163.6068245207025,8814997,313.175,29147.044,255.313,6.5
2024-05-27,1185.0718994140625,1194.0572802857782,1166.1027620182183,1176.985081003924,10450046,313.175,29147.044,255.313,6.5
2024-05-28,1181.4776611328125,1190.463041165621,1177.0847842979251,1186.0701643307336,4018776,313.175,29147.044,255.313,6.5
2024-05-29,1157.8660888671875,1183.9736348832184,1154.122180409975,1170.0961898274145,9418064,313.175,29147.044,255.313,6.5
2024-05-30,1166.052734375,1177.8835827438163,1153.12381909157,1153.3234454629503,7232217,313.175,29147.044,255.313,6.5
2024-05-31,1160.2623291015625,1176.0865593671986,1151.5265418397094,1171.094680931854,10057642,313.175,29147.044,255.313,6.5
2024-06-03,1221.9119873046875,1240.182188649666,1191.4615298576955,1195.1056253692,22197339,313.044,29147.044,255.914,6.5
2024-06-04,1129.4124755859375,1222.0118188881215,1099.76076696467,1222.0118188881215,24135989,313.044,29147.044,255.914,6.5
2024-06-05,1182.5758056640625,1191.0619976000223,1108.895643400688,1136.1513438967522,21039499,313.044,29147.044,255.914,6.5
2024-06-06,1169.0478515625,1193.9573957244136,1161.3604082472602,1190.163519723218,12006879,313.044,29147.044,255.914,6.5
2024-06-07,1184.8721923828125,1193.2584497946386,1164.8547131656344,1176.0864384907798,8583998,313.044,29147.044,255.914,6.5
2024-06-10,1198.05078125,1210.4306636973222,1183.075146484375,1183.075146484375,9995057,313.044,29147.044,255.914,6.5
2024-06-11,1192.6595458984375,1207.3855869678534,1188.5162625112805,1202.4935218314042,9390212,313.044,29147.044,255.914,6.5
2024-06-12,1185.970458984375,1204.1908145964906,1182.176582765644,1190.1635879654757,7199718,313.044,29147.044,255.914,6.5
2024-06-13,1172.741943359375,1200.0474921210014,1171.5438194952746,1199.8478657463295,5321148,313.044,29147.044,255.914,6.5
2024-06-14,1179.1314697265625,1182.7255972640348,1168.0993713593632,1179.0315346758443,4451031,313.044,29147.044,255.914,6.5
2024-06-18,1189.9639892578125,1192.06055379712,1179.2314507709457,1192.06055379712,6837181,313.044,29147.044,255.914,6.5
2024-06-19,1224.6573486328125,1241.3301709679486,1183.5741718569643,1191.0619882120277,17987437,313.044,29147.044,255.914,6.5
2024-06-20,1237.486572265625,1239.4833234915477,1218.4176224324674,1228.1018171293836,8206858,313.044,29147.044,255.914,6.5
2024-06-21,1235.4398193359375,1243.975979339442,1221.7621225655237,1243.975979339442,29311314,313.044,29147.044,255.914,6.5
2024-06-24,1226.10498046875,1233.742577750123,1223.0600081846046,1229.0002939189978,6676530,313.044,29147.044,255.914,6.5
2024-06-25,1269.3846435546875,1276.6728343883735,1224.0085200079343,1232.4447453162752,17607952,313.044,29147.044,255.914,6.5
2024-06-26,1283.31201171875,1290.8496743232877,1257.1544980568556,1279.0189479197,13956370,313.044,29147.044,255.914,6.5
2024-06-27,1286.856201171875,1307.8720566322172,1277.9207881597238,1307.8720566322172,22311393,313.044,29147.044,255.914,6.5
2024-06-28,1263.1947021484375,1287.8046845611411,1259.550606908322,1281.0156818707335,7167069,313.044,29147.044,255.914,6.5
2024-07-01,1259.8502197265625,1270.9321647383283,1254.4089994723,1270.9321647383283,5797015,313.569,29511.664,257.321,6.5
2024-07-02,1251.364013671875,1265.790492484378,1236.2385988093129,1262.9451463709113,9945447,313.569,29511.664,257.321,6.5
2024-07-03,1277.9207763671875,1286.506782209,1241.579879914841,1257.9532642364502,15171347,313.569,29511.664,257.321,6.5
2024-07-04,1278.8193359375,1290.8996563752694,1266.4394540696285,1285.90777835371,4817380,313.569,29511.664,257.321,6.5
2024-07-05,1284.9593505859375,1293.2957623797786,1268.835560448999,1269.9337492225077,8593502,313.569,29511.664,257.321,6.5
2024-07-08,1285.7579345703125,1295.2924698726165,1277.521336238757,1282.9125886119964,4216951,313.569,29511.664,257.321,6.5
2024-07-09,1287.305419921875,1292.896298459731,1277.1219164941974,1281.9141677392236,6930340,313.569,29511.664,257.321,6.5
2024-07-10,1289.5518798828125,1291.898038189819,1273.0786823324786,1282.1139084717208,9020489,313.569,29511.664,257.321,6.5
2024-07-11,1294.6435546875,1299.2860255853643,1274.8756691291196,1298.9366185010135,7848846,313.569,29511.664,257.321,6.5
2024-07-12,1316.1751708984375,1338.5060612393029,1292.7951283943742,1292.7951283943742,11278987,313.569,29511.664,257.321,6.5
2024-07-15,1306.33349609375,1323.2690953628965,1303.8856369793373,1315.575597352033,11537127,313.569,29511.664,257.321,6.5
2024-07-16,1302.886474609375,1317.3240865270143,1298.5900977241572,1306.3334797626717,5433264,313.569,29511.664,257.321,6.5
2024-07-18,1308.281982421875,1317.4740781396913,1293.3946805163423,1298.8899842960564,6787511,313.569,29511.664,257.321,6.5
2024-07-19,1291.2464599609375,1307.882267202837,1287.0999791820136,1304.5351521039754,4496066,313.569,29511.664,257.321,6.5
2024-07-22,1281.4049072265625,1291.2464721792971,1277.108530096213,1282.254157040865,6695557,313.569,29511.664,257.321,6.5
2024-07-23,1262.1712646484375,1289.9974581222002,1249.931725371221,1287.3997027504545,8789327,313.569,29511.664,257.321,6.5
2024-07-24,1238.1917724609375,1266.2677527529374,1225.602556319145,1261.821601509146,10344860,313.569,29511.664,257.321,6.5
2024-07-25,1174.8958740234375,1198.9752696285975,1154.513270046537,1198.9752696285975,32979871,313.569,29511.664,257.321,6.5
2024-07-26,1176.3446044921875,1182.139700501223,1154.263500675127,1164.0051748855426,18554648,313.569,29511.664,257.321,6.5
2024-07-29,1169.0509033203125,1193.579866061191,1162.65634410464,1181.3403267525805,19598573,313.569,29511.664,257.321,6.5
2024-07-30,1169.0009765625,1178.992437900641,1159.2092956646895,1163.1059899797806,18090045,313.569,29511.664,257.321,6.5
2024-07-31,1165.104248046875,1170.0000883520677,1153.0146045758206,1156.0120428892758,17347076,313.569,29511.664,257.321,6.5
2024-08-01,1171.299072265625,1174.6461874515735,1164.454823612974,1167.0026950641443,11190500,314.062,29511.664,255.463,6.5
2024-08-02,1159.8587646484375,1166.8029034557203,1155.1128205144428,1163.0060993620923,10581445,314.062,29511.664,255.463,6.5
2024-08-05,1132.5321044921875,1150.4667282030086,1123.3400091574642,1141.0248463432538,12013362,314.062,29511.664,255.463,6.5
2024-08-06,1125.138427734375,1150.0171906570083,1122.1409893573368,1139.026583274535,8571122,314.062,29511.664,255.463,6.5
2024-08-07,1135.829345703125,1143.8225145765712,1126.0376650467224,1137.8276379214865,8370312,314.062,29511.664,255.463,6.5
2024-08-08,1137.17822265625,1141.8242766781827,1125.038572458969,1132.1324857784152,7903428,314.062,29511.664,255.463,6.5
2024-08-09,1141.774169921875,1154.713062724147,1138.9765121432945,1151.0162710566617,6262086,314.062,29511.664,255.463,6.5
2024-08-12,1163.305908203125,1168.1017365309908,1134.880127129973,1145.0214849192898,9078384,314.062,29511.664,255.463,6.5
2024-08-13,1158.6097412109375,1178.592662314838,1154.413376565547,1160.3582468075288,6180463,314.062,29511.664,255.463,6.5
2024-08-14,1152.1153564453125,1158.0103428946786,1147.6692050368504,1158.0103428946786,5021841,314.062,29511.664,255.463,6.5
2024-08-16,1165.8536376953125,1169.000972398833,1148.618366948407,1165.4040707231295,6107134,314.062,29511.664,255.463,6.5
2024-08-19,1152.2652587890625,1170.2998949773084,1149.2178143474769,1168.0018101230555,6691823,314.062,29511.664,255.463,6.5
2024-08-20,1167.002685546875,1175.9950007608493,1153.6641090393628,1157.0112241980148,6721749,314.062,29511.664,255.463,6.5
2024-08-21,1173.397216796875,1176.994118402172,1160.508207575656,1165.603828347,9480630,314.062,29511.664,255.463,6.5
2024-08-22,1168.950927734375,1179.9915408958257,1167.951781637088,1178.6926021829222,5841326,314.062,29511.664,255.463,6.5
2024-08-23,1164.954345703125,1172.9475144975986,1162.506486546248,1169.0009361917578,5121962,314.062,29511.664,255.463,6.5
2024-08-26,1169.30078125,1174.2465058769608,1165.104294265047,1170.6994882789022,3392612,314.062,29511.664,255.463,6.5
2024-08-27,1180.2413330078125,1183.838234581859,1163.2558492735202,1169.000939360119,8702113,314.062,29511.664,255.463,6.5
2024-08-28,1169.9500732421875,1180.69089378261,1168.351463880549,1175.994955914158,5483503,314.062,29511.664,255.463,6.5
2024-08-29,1174.3963623046875,1178.8925198005202,1162.406608982467,1168.0018028062875,7290114,314.062,29511.664,255.463,6.5
2024-08-30,1174.2464599609375,1181.9398361833976,1170.8493388105494,1175.9949656447764,10190506,314.062,29511.664,255.463,6.5
2024-09-02,1187.784912109375,1192.9804229539002,1173.0973915114537,1174.9957934621327,6432362,314.732,29511.664,252.682,6.5
2024-09-03,1190.58251953125,1192.5309276896276,1175.695217608263,1186.985617809891,7920246,314.732,29511.664,252.682,6.5
2024-09-04,1176.6943359375,1188.634205243029,1172.2981905853524,1181.6900665341032,6527941,314.732,29511.664,252.682,6.5
2024-09-05,1179.5419921875,1181.8399550671666,1172.447957214148,1180.990705264549,4234766,314.732,29511.664,252.682,6.5
