Date,Close,High,Low,Open,Volume,CPI,GDP,WPI,REPO_RATE
2024-05-13,1294.520751953125,1301.060713066653,1250.1776697674943,1255.4789973004183,2495810,313.175,29147.044,255.313,6.5
2024-05-14,1319.1448974609375,1327.7162669022318,1273.563177060409,1294.5208835670646,2989543,313.175,29147.044,255.313,6.5
2024-05-15,1325.684814453125,1341.6383918622778,1320.8789400261887,1325.684814453125,2189768,313.175,29147.044,255.313,6.5
2024-05-16,1332.8194580078125,1354.3220907053042,1298.583574076679,1339.904346019904,4822618,313.175,29147.044,255.313,6.5
2024-05-17,1323.5543212890625,1331.0853106301363,1309.1366982159714,1317.906200243574,1945123,313.175,29147.044,255.313,6.5
2024-05-21,1372.9014892578125,1386.0805992133048,1320.8788777918903,1331.7788535276077,4200578,313.175,29147.044,255.313,6.5
2024-05-22,1365.6678466796875,1381.671017371011,1351.795150023982,1381.671017371011,1878562,313.175,29147.044,255.313,6.5
2024-05-23,1430.2254638671875,1435.6259791010298,1357.4433997367112,1371.4151629708686,7821034,313.175,29147.044,255.313,6.5
2024-05-24,1403.2232666015625,1431.8109070796468,1369.582025018566,1421.951431600066,19100263,313.175,29147.044,255.313,6.5
2024-05-27,1418.6319580078125,1443.8010187094426,1410.6551086826605,1431.8605415875084,5517078,313.175,29147.044,255.313,6.5
2024-05-28,1387.76513671875,1424.9241460917976,1385.2878694272135,1424.9241460917976,4070886,313.175,29147.044,255.313,6.5
2024-05-29,1397.1787109375,1414.8663746817738,1370.3251584867214,1393.215083388741,3214475,313.175,29147.044,255.313,6.5
2024-05-30,1370.919677734375,1400.7955445601142,1361.15926909255,1397.1787102316364,3477661,313.175,29147.044,255.313,6.5
2024-05-31,1424.3297119140625,1437.8060225995678,1378.351604022053,1378.351604022053,8238969,313.175,29147.044,255.313,6.5
2024-06-03,1569.5469970703125,1606.6565344984683,1521.042150808148,1534.914847949069,23398347,313.044,29147.044,255.914,6.5
2024-06-04,1237.5931396484375,1543.8329692579646,1177.1974117320035,1543.8329692579646,52109624,313.044,29147.044,255.914,6.5
2024-06-05,1342.282470703125,1355.560647435861,1150.046530935174,1269.351746612089,20879925,313.044,29147.044,255.914,6.5
2024-06-06,1340.6474609375,1391.2333072822823,1332.5716663565008,1371.4151690019078,12153840,313.044,29147.044,255.914,6.5
2024-06-07,1366.31201171875,1372.40611359936,1342.72849909374,1345.3543057197355,5884018,313.044,29147.044,255.914,6.5
2024-06-10,1371.4647216796875,1402.480034583902,1368.69013401936,1391.2332656385024,4843234,313.044,29147.044,255.914,6.5
2024-06-11,1390.688232421875,1405.8987500176386,1371.464735440697,1378.3514899719598,4122878,313.044,29147.044,255.914,6.5
2024-06-12,1381.274658203125,1401.5882501433227,1377.9551442000832,1398.912849832887,3258265,313.044,29147.044,255.914,6.5
2024-06-13,1391.67919921875,1398.1696880399163,1375.428422220985,1390.8369525144044,2839159,313.044,29147.044,255.914,6.5
2024-06-14,1423.7730712890625,1435.0184097770923,1388.693737762958,1402.1781826462716,5651491,313.044,29147.044,255.914,6.5
2024-06-18,1438.00390625,1451.538036365905,1427.1069702234236,1439.9942230752597,5651898,313.044,29147.044,255.914,6.5
2024-06-19,1441.387451171875,1444.969997116801,1413.5727009981988,1438.999046715492,4484742,313.044,29147.044,255.914,6.5
2024-06-20,1462.2857666015625,1469.6499630037658,1437.1082106732888,1452.2346911306545,4905603,313.044,29147.044,255.914,6.5
2024-06-21,1478.3077392578125,1491.6428855368783,1462.882784724998,1472.7845617849914,25891893,313.044,29147.044,255.914,6.5
2024-06-24,1453.1800537109375,1472.4861509682707,1443.1786631984553,1467.709342056187,3009931,313.044,29147.044,255.914,6.5
2024-06-25,1449.099853515625,1461.788122459451,1430.0425468453147,1459.0514370009787,3343186,313.044,29147.044,255.914,6.5
2024-06-26,1460.6934814453125,1467.3609938292868,1444.024579006085,1451.8365477936857,3217949,313.044,29147.044,255.914,6.5
2024-06-27,1478.3077392578125,1486.7665852919367,1451.9360427984843,1468.455647228092,7803408,313.044,29147.044,255.914,6.5
2024-06-28,1470.943603515625,1486.766646336755,1438.0038848437823,1472.8344287673342,11534763,313.044,29147.044,255.914,6.5
2024-07-01,1467.3609619140625,1484.179162036538,1464.4749784526905,1475.819807744018,3372730,313.569,29511.664,257.321,6.5
2024-07-02,1467.7093505859375,1482.387937072364,1448.005287037499,1472.3368614690432,5368562,313.569,29511.664,257.321,6.5
2024-07-03,1503.3360595703125,1506.6698159107152,1463.6790216706354,1472.6354472605935,4435563,313.569,29511.664,257.321,6.5
2024-07-04,1496.369873046875,1512.64068772756,1487.1148518262994,1507.316614865956,2980840,313.569,29511.664,257.321,6.5
2024-07-05,1493.185302734375,1502.191534424163,1486.6670884073235,1500.6987968940955,2111633,313.569,29511.664,257.321,6.5
2024-07-08,1468.1572265625,1493.7825551958272,1461.8876800915598,1488.756956716796,2177821,313.569,29511.664,257.321,6.5
2024-07-09,1470.8441162109375,1496.6684281169682,1467.8586410088856,1472.8344330123057,2256634,313.569,29511.664,257.321,6.5
2024-07-10,1480.5966796875,1487.2143857012602,1452.93122825638,1484.7762962729585,2082079,313.569,29511.664,257.321,6.5
2024-07-11,1476.665771484375,1491.2448663791365,1470.744627580294,1487.7618119698425,1765496,313.569,29511.664,257.321,6.5
2024-07-12,1479.501953125,1489.7521332951694,1473.9788968610833,1482.7860244554458,2018935,313.569,29511.664,257.321,6.5
2024-07-15,1487.8115234375,1497.7133003196584,1478.1087296314424,1486.766558589747,1913095,313.569,29511.664,257.321,6.5
2024-07-16,1491.792236328125,1503.2862428697565,1486.0202690619988,1488.7569546403818,2170314,313.569,29511.664,257.321,6.5
2024-07-18,1486.6671142578125,1496.966979098513,1465.0721047264356,1482.7859723162935,3263419,313.569,29511.664,257.321,6.5
2024-07-19,1462.186279296875,1494.9268933297992,1458.4046288017469,1485.3237119953674,2568243,313.569,29511.664,257.321,6.5
2024-07-22,1460.24560546875,1467.8585912718831,1435.5657508556187,1462.882799437063,1721261,313.569,29511.664,257.321,6.5
2024-07-23,1500.052001953125,1509.6553048858657,1412.1297809051043,1460.8925428954851,5987213,313.569,29511.664,257.321,6.5
2024-07-24,1477.6112060546875,1506.222009379755,1472.8343972556545,1500.698831798329,2201442,313.569,29511.664,257.321,6.5
2024-07-25,1479.800537109375,1492.1902105667564,1459.7480711035266,1463.878002749086,2211808,313.569,29511.664,257.321,6.5
2024-07-26,1535.2806396484375,1540.4057297645463,1482.7860334313218,1488.657492356205,4500728,313.569,29511.664,257.321,6.5
2024-07-29,1541.2017822265625,1551.4519624496038,1532.5439526442526,1540.405728385495,1928637,313.569,29511.664,257.321,6.5
2024-07-30,1538.763671875,1549.3621331024478,1528.5632983023445,1547.073220196865,2800881,313.569,29511.664,257.321,6.5
2024-07-31,1562.2991943359375,1570.2604615251346,1539.5100427110012,1549.4616266974976,2622023,313.569,29511.664,257.321,6.5
2024-08-01,1582.451171875,1597.1794434732692,1560.9059679765317,1573.2956416043264,7160588,314.062,29511.664,255.463,6.5
2024-08-02,1580.3115234375,1591.9548280096474,1542.6944877009848,1572.300449805686,4313297,314.062,29511.664,255.463,6.5
2024-08-05,1486.6173095703125,1555.8803079588502,1464.4253507644685,1532.54389272946,7147230,314.062,29511.664,255.463,6.5
2024-08-06,1486.8660888671875,1532.2950925258017,1480.8951386771212,1517.5170151012455,3159971,314.062,29511.664,255.463,6.5
2024-08-07,1536.3255615234375,1540.3558800903063,1506.8687761791136,1512.6407433969514,2258441,314.062,29511.664,255.463,6.5
2024-08-08,1511.6456298828125,1548.466491176864,1506.4708547250975,1530.5536397365145,2468123,314.062,29511.664,255.463,6.5
2024-08-09,1526.3740234375,1536.0270114581187,1511.6456303238629,1534.0366946308325,1503033,314.062,29511.664,255.463,6.5
2024-08-12,1494.130859375,1516.870204721846,1450.2940828725068,1492.7376133067207,9230512,314.062,29511.664,255.463,6.5
2024-08-13,1476.2677001953125,1510.1030862607404,1472.33687305296,1498.559272957807,2485446,314.062,29511.664,255.463,6.5
2024-08-14,1454.8717041015625,1480.7956277626452,1444.9699270909682,1480.7956277626452,2648057,314.062,29511.664,255.463,6.5
2024-08-16,1486.21923828125,1489.9510822169516,1449.9955703288083,1464.0769642627536,1985315,314.062,29511.664,255.463,6.5
2024-08-19,1489.2047119140625,1499.7036814342016,1482.785988942907,1493.6829246323464,1343387,314.062,29511.664,255.463,6.5
2024-08-20,1485.32373046875,1502.6891960968253,1479.1039904186805,1497.6635975446495,990643,314.062,29511.664,255.463,6.5
2024-08-21,1496.2205810546875,1509.6552187961163,1485.3236457005785,1491.8418600134746,1551436,314.062,29511.664,255.463,6.5
2024-08-22,1485.074951171875,1502.1916273167224,1483.1841258876736,1499.7037312794307,1442064,314.062,29511.664,255.463,6.5
