Date,Close,High,Low,Open,Volume,CPI,GDP,WPI,REPO_RATE
2024-05-13,1232.852783203125,1245.4201169312444,1227.8552518804097,1240.9370637487193,680762,313.175,29147.044,255.313,6.5
2024-05-14,1218.693115234375,1234.1756659047428,1216.0718006129846,1227.8797978538323,1113494,313.175,29147.044,255.313,6.5
2024-05-15,1207.7425537109375,1224.4010716931573,1205.2927716547288,1219.011551169498,868812,313.175,29147.044,255.313,6.5
2024-05-16,1209.384033203125,1215.067456167563,1185.841602207399,1210.1924134862827,1944988,313.175,29147.044,255.313,6.5
2024-05-17,1198.1885986328125,1209.38415229847,1192.4561316122845,1209.38415229847,1442356,313.175,29147.044,255.313,6.5
2024-05-21,1205.6849365234375,1219.7957071485218,1191.5741658983534,1208.2326863097612,2574902,313.175,29147.044,255.313,6.5
2024-05-22,1209.77587890625,1218.7666273006805,1206.223694766379,1211.172302587852,1574654,313.175,29147.044,255.313,6.5
2024-05-23,1212.2255859375,1218.7665517610906,1203.112468617902,1215.5818351434234,1563326,313.175,29147.044,255.313,6.5
2024-05-24,1209.0899658203125,1217.541714137768,1204.3374124292231,1213.5975409993018,907544,313.175,29147.044,255.313,6.5
2024-05-27,1205.2437744140625,1214.6019900751803,1202.8430357541622,1213.6220772150955,1071662,313.175,29147.044,255.313,6.5
2024-05-28,1201.2261962890625,1209.040977689221,1198.4334684669032,1205.8562607860997,1043344,313.175,29147.044,255.313,6.5
2024-05-29,1213.22998046875,1223.421097232787,1197.9433651318238,1199.266223451876,1739200,313.175,29147.044,255.313,6.5
2024-05-30,1178.2471923828125,1211.7112389302845,1176.164877651462,1207.7670659272503,2548428,313.175,29147.044,255.313,6.5
2024-05-31,1153.79833984375,1188.4383548596766,1148.9478190732214,1188.4383548596766,5065946,313.175,29147.044,255.313,6.5
2024-06-03,1153.871826171875,1170.4813000316324,1151.3975224659027,1163.548464924514,2145030,313.044,29147.044,255.914,6.5
2024-06-04,1189.49169921875,1194.5137525261302,1140.349046345806,1158.2324556842816,3117062,313.044,29147.044,255.914,6.5
2024-06-05,1229.7171630859375,1261.1723411856403,1190.5940952765598,1190.5940952765598,4057558,313.044,29147.044,255.914,6.5
2024-06-06,1210.878173828125,1233.71018943867,1201.6914915199538,1233.71018943867,1944280,313.044,29147.044,255.914,6.5
2024-06-07,1226.0914306640625,1232.8528532463547,1208.7224993378072,1213.3525636260474,2022404,313.044,29147.044,255.914,6.5
2024-06-10,1248.5068359375,1256.738127126542,1228.3451785484456,1229.790525960086,1590348,313.044,29147.044,255.914,6.5
2024-06-11,1245.444580078125,1261.6376621509366,1241.5494508312518,1254.2883165461735,1138822,313.044,29147.044,255.914,6.5
2024-06-12,1243.16650390625,1251.716219893405,1235.1801899799486,1246.449188143193,960816,313.044,29147.044,255.914,6.5
2024-06-13,1250.2462158203125,1280.9664574916185,1247.0124558051186,1271.0203188697585,2162544,313.044,29147.044,255.914,6.5
2024-06-14,1245.714111328125,1256.54219530536,1241.5985255332823,1256.54219530536,858944,313.044,29147.044,255.914,6.5
2024-06-18,1249.5604248046875,1251.8386743490526,1241.5495893544028,1248.8989357791525,519108,313.044,29147.044,255.914,6.5
2024-06-19,1237.6544189453125,1254.092480498061,1233.6368002889778,1249.3888510936963,1568614,313.044,29147.044,255.914,6.5
2024-06-20,1244.36669921875,1249.9521540276517,1224.890933378039,1237.1398427118197,1314826,313.044,29147.044,255.914,6.5
2024-06-21,1224.1070556640625,1248.4089416214244,1219.2565350176276,1240.8636607006888,2543088,313.044,29147.044,255.914,6.5
2024-06-24,1239.6142578125,1240.5696489028123,1217.2967190754491,1224.1070654302553,1448402,313.044,29147.044,255.914,6.5
2024-06-25,1232.4608154296875,1243.6563671348408,1227.3407949194443,1242.0394870741684,625460,313.044,29147.044,255.914,6.5
2024-06-26,1241.6719970703125,1247.918941121865,1228.5411417284954,1235.9640529018848,958712,313.044,29147.044,255.914,6.5
2024-06-27,1241.4271240234375,1251.348741886871,1228.835267498191,1240.1777111836473,1732622,313.044,29147.044,255.914,6.5
2024-06-28,1250.197265625,1261.000828733912,1238.7568548573763,1241.4270934534354,2364066,313.044,29147.044,255.914,6.5
2024-07-01,1258.2572021484375,1269.52620045416,1252.8186377274967,1254.1905397057612,1849028,313.569,29511.664,257.321,6.5
2024-07-02,1246.6695556640625,1268.0071811090831,1241.1330243422133,1266.7332466037858,1162200,313.569,29511.664,257.321,6.5
2024-07-03,1250.1239013671875,1258.9676393491134,1244.8323477022957,1249.438010173967,631912,313.569,29511.664,257.321,6.5
2024-07-04,1247.0125732421875,1256.7382563285294,1245.4937800639807,1254.2884741524504,627352,313.569,29511.664,257.321,6.5
2024-07-05,1261.2213134765625,1263.8916717507548,1240.814675738672,1249.6829350887915,1583026,313.569,29511.664,257.321,6.5
